0	0	0	4	3.5
1	1	1	45	3.0
0	0	1	30	4.0
1	1	0	278	4.0
0	0	0	90	3.5
0	0	1	67	3.5
0	0	0	14	3.0
0	0	1	17	3.5
1	1	1	17	3.5
1	1	1	340	4.0
1	1	1	798	4.0
0	1	1	240	4.0
1	1	1	240	4.0
0	0	0	9	2.0
1	1	1	127	4.0
0	1	0	57	4.5
0	0	0	11	3.5
0	0	1	159	3.5
0	0	1	115	4.0
1	1	0	20	5.0
1	1	1	15	2.5
0	1	1	10	3.5
1	1	1	589	4.5
0	0	0	5	2.0
0	1	0	8	2.0
0	0	0	17	3.0
0	1	1	140	3.5
0	0	1	24	3.0
1	1	0	330	4.0
0	1	1	24	3.5
1	1	1	259	4.0
0	0	1	64	3.5
0	1	0	137	3.5
0	0	1	56	4.0
1	1	1	313	4.0
0	0	0	52	4.0
1	1	1	136	3.0
0	0	1	36	3.0
1	1	0	54	3.0
0	1	0	10	4.0
1	1	1	41	4.0
0	0	0	22	4.0
0	1	1	81	4.0
1	1	0	26	4.0
0	1	0	107	2.0
1	1	0	10	4.0
0	0	1	9	3.0
0	0	0	5	2.5
0	0	1	18	2.5
0	1	1	63	3.5
0	0	0	6	3.5
1	1	1	48	3.5
1	1	1	145	3.5
1	1	1	27	3.5
0	0	1	16	1.5
0	0	0	17	4.5
1	1	1	95	4.5
0	0	0	8	3.5
1	1	0	7	3.0
0	0	1	895	4.5
1	1	0	46	3.5
0	0	1	102	4.0
0	0	0	7	3.5
0	0	1	26	2.5
0	1	1	249	3.0
1	1	1	316	4.0
0	0	0	38	4.0
0	1	1	28	2.5
0	0	0	9	2.0
1	1	0	4	3.0
1	1	1	328	3.5
0	1	0	603	4.0
1	1	1	42	3.0
1	1	1	54	3.5
0	0	1	17	2.5
1	1	1	260	3.5
0	0	1	167	4.0
1	1	1	7	4.5
0	0	1	16	3.0
1	1	0	254	3.5
1	1	0	77	2.5
0	0	0	5	2.0
1	1	1	58	3.5
0	0	0	16	3.0
0	1	1	39	2.5
1	1	1	118	4.0
0	0	0	13	4.0
0	0	0	7	2.5
0	0	0	9	2.5
0	0	1	22	2.5
1	1	0	30	4.5
0	1	1	11	2.0
1	1	0	221	4.0
0	0	0	7	3.0
0	0	1	24	4.0
1	1	1	349	3.5
0	0	0	15	2.5
1	1	0	270	4.0
0	0	1	19	3.0
0	1	0	19	3.0
1	1	1	274	4.5
0	0	1	78	3.5
1	1	1	18	4.0
0	0	1	81	4.5
0	1	0	364	3.5
1	1	0	209	3.5
0	0	1	36	1.5
0	0	1	13	2.5
0	0	0	17	1.5
0	0	0	9	2.0
0	1	1	115	3.0
0	0	0	9	2.0
1	1	0	258	3.5
1	1	1	99	3.0
1	1	1	82	3.5
1	1	1	174	4.0
0	0	1	22	4.0
1	1	0	272	3.5
0	0	1	20	3.5
1	1	0	46	4.0
1	1	0	1000	4.0
0	0	1	12	4.0
0	1	1	112	4.0
0	0	0	9	3.0
0	1	1	163	3.5
1	1	1	8	3.0
1	1	1	263	4.0
0	0	0	18	4.0
0	0	0	364	4.0
1	1	1	80	3.0
1	1	1	158	4.0
0	0	0	3	4.5
0	0	1	21	2.0
1	1	1	320	4.5
0	0	0	7	1.5
1	1	0	81	4.0
1	1	1	392	3.5
1	1	0	12	3.5
0	0	0	11	2.0
0	0	0	5	3.5
0	0	1	51	2.5
0	0	0	15	2.0
0	0	0	28	2.5
0	0	1	8	3.0
0	0	1	7	3.5
0	0	1	15	2.0
0	0	1	14	4.0
0	0	1	66	3.5
0	1	1	184	4.0
1	1	0	46	3.0
1	1	1	75	4.0
0	1	1	31	3.5
0	0	1	24	3.5
1	1	1	56	4.0
1	1	1	23	3.5
0	0	0	10	3.0
1	1	1	50	3.0
0	0	1	58	3.5
0	0	0	56	2.0
1	1	0	95	3.5
0	1	1	28	3.5
1	1	0	198	4.0
1	1	1	174	3.5
0	1	0	87	3.5
0	0	0	5	2.5
1	1	1	149	3.0
1	1	1	20	3.5
0	0	1	9	3.5
0	1	0	104	3.5
0	0	1	22	3.5
0	1	1	96	4.5
1	1	1	40	3.5
1	1	1	109	3.5
0	0	0	33	4.0
1	1	0	26	3.0
0	1	1	148	4.0
0	0	1	102	3.5
0	1	1	330	3.5
1	1	1	219	3.0
1	1	1	57	4.0
0	0	0	16	3.0
0	1	1	293	4.0
0	0	1	23	2.0
0	0	1	17	5.0
0	0	0	14	3.0
0	0	0	16	4.0
0	1	1	48	2.0
0	1	1	569	4.0
1	1	0	156	4.0
1	1	0	12	1.5
0	1	0	6	2.0
0	0	1	24	3.5
1	1	1	22	3.5
0	0	0	21	3.0
1	1	1	99	3.0
0	0	1	162	4.5
0	0	0	15	4.0
1	1	1	40	2.5
1	1	1	30	3.5
0	1	1	32	4.0
0	0	1	14	3.0
1	1	1	105	4.0
1	1	0	237	4.0
1	1	1	22	3.5
1	1	0	96	4.0
0	0	1	28	3.5
0	0	0	11	3.5
1	1	1	68	3.5
0	0	0	8	2.5
0	1	0	117	2.5
0	0	1	60	3.5
0	0	1	21	4.0
1	1	1	93	4.0
0	0	1	71	3.5
1	1	1	7	2.5
1	1	1	173	3.5
0	0	1	70	4.0
0	0	0	9	4.0
1	1	1	606	4.0
0	0	1	56	3.5
1	1	1	242	3.5
1	1	1	58	3.0
0	0	0	38	3.5
0	0	1	171	4.5
0	0	1	37	4.0
0	1	0	22	2.5
0	1	0	295	3.0
0	0	0	13	2.0
0	0	1	32	3.5
0	0	1	125	3.5
1	1	1	172	3.5
0	1	1	135	3.5
0	0	0	18	3.0
0	1	0	222	4.0
1	1	1	272	4.0
1	1	1	166	4.0
0	0	0	12	2.5
0	0	0	13	2.5
0	1	1	80	3.0
1	1	1	34	4.0
0	0	0	29	2.5
0	1	0	64	4.0
1	1	1	111	4.0
0	0	1	118	3.0
0	1	1	537	4.0
1	1	1	399	3.0
1	1	1	71	3.5
1	1	1	411	4.0
0	0	0	3	1.5
0	0	1	22	3.5
0	0	0	5	4.0
0	0	0	9	2.5
0	0	0	15	2.5
0	1	0	15	4.0
0	0	1	63	4.0
1	1	0	26	3.5
0	1	0	88	4.0
0	1	0	330	3.0
0	0	1	26	3.5
1	1	0	110	2.5
1	1	1	51	4.0
0	0	1	261	4.0
1	1	1	74	3.5
1	1	1	185	4.0
1	1	1	64	3.5
1	1	1	590	3.5
0	0	0	19	3.5
0	0	0	12	2.5
1	1	1	88	4.0
0	0	0	19	3.0
1	1	0	380	3.5
0	0	0	5	3.0
0	1	1	21	3.0
1	1	1	312	3.5
1	1	1	81	3.5
1	1	1	207	4.0
1	1	0	37	3.0
0	0	0	9	2.5
0	1	0	24	3.5
1	1	1	126	3.0
0	0	1	254	4.0
1	1	0	17	3.0
1	1	1	144	4.5
0	0	0	8	3.0
0	0	0	17	3.5
0	1	0	218	4.0
0	0	0	10	3.0
0	0	1	47	3.5
0	1	1	62	3.5
0	0	0	10	2.5
0	1	0	38	3.5
0	1	1	16	4.0
1	1	0	98	3.5
1	1	1	67	3.0
1	1	1	46	3.5
0	1	0	938	3.5
1	1	0	60	3.0
1	1	0	50	3.5
0	1	1	55	4.5
0	0	0	8	2.5
1	1	0	25	3.5
1	1	0	78	4.0
0	1	0	54	3.0
0	1	1	90	3.5
0	0	0	8	3.5
0	0	1	12	2.5
0	1	1	129	3.5
1	1	0	294	3.0
1	1	1	71	3.5
0	1	0	28	3.0
0	1	1	243	4.0
0	0	0	22	2.5
1	1	1	57	3.5
1	1	1	30	3.0
1	1	1	24	3.5
0	1	1	113	3.5
0	0	0	6	2.0
0	0	0	4	2.0
1	1	0	162	3.5
0	0	0	15	2.5
1	1	0	63	3.0
0	0	0	8	2.0
0	0	0	10	3.5
0	0	1	20	3.5
1	0	0	38	2.5
0	0	1	26	2.0
0	1	1	35	4.0
0	0	1	78	3.0
0	0	0	18	2.0
0	0	1	83	3.5
1	1	1	120	4.0
1	1	0	263	3.0
0	0	0	11	2.5
0	0	1	232	4.5
0	0	0	20	4.0
0	0	1	59	3.5
1	1	0	327	3.5
0	0	0	9	4.0
1	1	0	123	4.5
1	1	0	332	3.5
0	0	0	8	2.5
0	1	0	6	4.0
0	0	1	11	4.0
0	0	1	251	4.0
0	1	0	75	4.0
0	0	0	27	3.0
0	0	0	20	3.0
0	1	1	98	3.5
0	0	1	255	4.0
0	0	1	78	3.5
0	0	0	14	2.5
0	1	0	135	4.0
0	0	1	34	2.5
1	1	1	86	3.0
0	0	0	5	2.5
0	1	1	398	4.0
0	0	1	42	3.0
1	1	0	271	3.5
1	1	0	252	4.0
0	0	1	33	4.0
0	1	0	100	4.5
1	1	1	224	3.5
0	1	0	5	3.0
0	0	1	12	4.0
0	1	1	33	2.0
0	1	1	1261	4.0
1	1	0	156	3.5
0	1	1	81	3.0
1	1	1	32	4.0
1	1	0	129	4.5
1	1	0	28	4.5
0	0	1	104	3.5
0	0	0	22	3.5
1	1	1	394	3.5
1	1	0	157	3.5
0	0	1	42	2.5
0	0	1	12	2.5
0	1	1	133	3.5
0	1	1	11	3.0
0	0	0	7	2.5
0	1	1	120	3.0
0	0	0	35	2.5
1	1	1	107	3.5
0	0	0	7	3.0
0	0	0	15	3.0
1	1	1	46	3.0
0	0	1	107	3.5
1	1	1	72	3.5
1	1	0	46	4.5
0	0	0	11	3.5
1	1	0	9	4.0
0	0	0	12	4.0
0	0	0	18	2.0
0	1	0	243	4.0
0	0	1	16	3.0
0	0	1	1302	4.5
0	0	1	27	2.0
0	0	1	13	2.5
1	1	0	211	4.0
1	1	0	382	4.0
1	0	1	74	4.0
1	1	0	20	3.5
0	0	0	11	3.5
0	0	0	115	3.5
1	1	1	35	3.5
0	0	1	174	3.0
0	0	1	21	3.5
0	1	1	113	3.0
1	1	1	11	3.5
0	0	0	32	4.0
0	0	0	8	2.5
0	0	1	77	4.0
1	1	0	96	4.0
0	1	0	63	3.5
1	1	0	355	3.5
0	0	0	20	3.0
0	0	1	22	2.0
1	1	0	56	4.0
0	1	0	51	4.5
1	1	1	30	3.5
1	1	1	348	4.5
1	1	0	104	4.0
0	0	0	4	5.0
1	1	1	50	2.5
1	1	1	38	4.0
1	1	1	18	2.5
0	0	1	48	3.5
0	1	1	29	4.0
1	1	1	67	4.0
0	0	1	252	3.0
0	1	0	28	4.0
1	1	0	50	4.0
0	0	0	45	3.5
0	0	0	3	2.5
0	1	1	107	3.5
1	1	1	137	4.5
1	1	1	17	3.5
0	0	0	18	4.0
1	1	1	372	3.5
0	1	0	80	3.5
1	1	1	70	4.0
0	0	0	10	4.0
0	0	0	6	2.5
0	0	1	23	2.5
1	1	1	120	4.0
1	1	1	50	4.5
1	1	0	19	2.5
0	0	1	17	3.0
1	1	1	65	3.5
0	0	1	30	3.5
1	1	0	113	3.0
1	1	1	116	3.5
0	0	1	92	3.5
1	1	1	73	4.0
0	0	1	13	2.5
0	1	1	71	3.0
0	1	0	537	2.5
1	1	1	579	4.0
0	0	1	40	3.0
1	1	1	187	4.0
0	0	0	7	2.5
0	1	1	256	4.0
1	1	0	34	3.5
0	0	1	36	4.5
0	1	1	145	4.0
0	0	0	7	3.5
1	1	0	141	4.0
0	0	0	6	3.0
0	1	1	16	4.0
1	1	1	376	4.0
0	1	1	12	3.0
1	1	1	448	4.5
0	1	1	68	3.5
0	0	0	9	2.0
0	0	1	29	3.0
0	0	1	90	3.0
0	0	1	42	3.5
1	1	0	53	4.0
0	0	0	18	3.5
0	1	0	19	4.5
0	0	1	64	3.5
1	1	0	27	2.5
0	1	1	115	3.5
0	0	0	40	2.5
0	1	1	43	3.0
0	0	0	10	4.0
1	1	1	53	3.5
1	1	0	84	3.0
0	1	0	6	4.0
1	1	0	11	3.5
0	1	1	121	3.5
1	1	0	174	4.0
1	1	0	1069	4.0
0	0	1	62	3.0
0	0	0	22	2.5
0	0	1	34	3.5
0	0	1	86	4.0
1	1	0	57	3.5
0	1	1	306	3.5
1	1	0	200	4.0
1	1	1	278	3.5
0	0	0	8	2.0
1	1	0	5	2.5
0	0	0	20	3.5
0	1	1	59	3.5
0	0	0	9	2.0
1	1	0	422	4.0
0	0	1	7	1.5
0	0	1	43	4.5
1	1	1	221	3.5
0	0	0	38	4.0
1	1	0	176	4.0
1	1	1	640	4.0
1	1	0	37	4.0
0	0	1	19	3.5
0	0	1	50	4.0
1	1	0	190	2.5
0	0	1	101	4.5
0	1	0	46	4.0
0	0	0	18	2.5
1	1	1	62	3.5
0	1	1	151	3.0
0	0	1	131	3.5
1	1	0	50	3.5
0	1	1	521	3.5
0	1	0	45	4.0
0	0	0	14	1.5
0	0	1	10	3.5
1	1	1	81	3.5
1	1	1	67	4.0
1	1	1	251	4.0
1	1	1	30	4.0
0	1	0	139	4.0
0	0	1	32	3.5
1	1	1	71	3.0
1	1	1	191	3.0
0	1	1	136	4.0
1	1	1	95	3.5
1	1	1	280	4.0
1	1	1	20	3.5
0	0	1	39	3.0
0	0	0	28	3.0
0	0	0	6	4.5
0	1	0	116	4.5
1	1	1	61	3.5
0	0	1	90	3.5
0	0	0	67	3.0
1	1	0	24	3.5
0	1	0	614	4.0
1	1	1	89	3.5
0	0	0	152	2.5
0	1	1	487	4.0
1	1	1	40	4.0
1	1	1	33	3.5
0	0	1	41	3.5
0	1	0	17	3.5
0	0	1	141	4.0
0	0	0	9	2.5
1	1	1	159	4.0
0	1	0	273	3.5
1	1	1	263	4.0
0	0	1	39	4.0
0	0	0	37	2.5
0	0	1	59	3.5
1	1	1	204	4.0
1	1	0	3	3.0
1	1	0	507	4.0
0	0	1	48	4.0
0	1	0	18	2.5
0	0	1	80	4.0
0	1	1	31	4.0
0	1	0	3014	3.5
1	1	0	145	4.0
1	1	1	25	2.5
0	0	1	29	3.5
1	1	0	13	2.5
0	0	0	24	2.5
1	1	0	30	2.5
0	0	0	10	4.0
0	1	1	167	3.5
0	1	1	68	4.0
1	1	0	110	4.0
1	1	1	25	3.5
1	1	1	103	3.5
0	0	1	75	4.5
0	0	0	6	2.5
1	1	1	71	2.5
0	0	0	29	3.5
1	1	1	310	4.0
1	1	0	17	4.5
0	0	0	10	2.5
0	0	1	81	4.0
1	1	1	218	4.0
0	1	0	64	3.0
1	1	1	179	4.0
1	1	0	18	4.0
0	1	0	21	2.5
1	1	0	14	2.5
1	1	0	18	3.5
1	1	0	168	3.5
0	0	1	34	4.0
0	1	0	59	4.0
1	1	0	93	3.0
0	0	0	9	3.0
1	1	1	115	3.0
1	1	0	206	4.5
1	1	0	106	3.5
1	1	0	15	2.5
1	1	0	45	4.5
0	0	1	33	4.0
0	0	1	63	4.0
1	1	1	71	4.0
1	1	0	232	5.0
0	1	1	25	2.0
1	0	1	25	4.0
1	1	1	32	4.0
1	1	1	136	3.5
0	0	0	17	1.5
1	1	0	8	3.0
0	0	0	25	1.5
0	1	1	9	3.0
0	0	0	23	2.5
0	0	1	6	2.5
1	1	0	292	3.5
1	1	1	88	4.0
0	1	1	82	3.0
0	0	0	7	3.5
0	0	0	24	4.0
0	0	0	39	4.0
1	1	1	129	3.5
0	0	1	17	3.0
0	0	0	6	3.5
1	1	1	112	3.0
1	1	1	122	3.5
1	1	1	60	2.5
0	1	0	46	4.5
0	0	1	42	3.0
0	0	0	30	3.5
0	0	1	16	2.0
0	0	0	7	4.5
1	1	1	393	4.5
1	1	1	103	4.5
0	0	0	15	1.5
0	1	1	68	3.0
0	0	0	17	3.0
0	0	0	143	3.5
0	1	1	36	3.5
1	1	0	43	3.0
1	1	1	251	4.0
1	1	0	32	4.0
0	1	1	242	4.5
1	1	1	223	4.0
0	0	0	71	4.5
0	0	1	13	3.5
1	1	1	71	4.0
0	0	0	14	3.5
0	0	0	9	3.0
1	1	0	67	4.0
0	1	0	653	4.0
0	0	1	190	4.5
0	0	1	47	3.0
1	1	1	53	3.0
0	0	0	8	4.5
0	1	1	429	3.5
0	0	1	12	2.5
1	1	1	39	3.0
1	1	0	110	4.0
0	1	0	91	4.0
0	0	0	9	2.0
0	0	1	100	3.5
0	1	0	34	3.5
1	1	0	25	3.5
1	1	0	64	4.0
1	1	1	289	3.5
0	0	0	47	3.5
0	0	0	12	2.5
0	0	0	237	4.0
0	1	0	10	4.0
0	1	0	250	4.5
0	0	1	14	3.5
0	0	1	63	4.0
0	1	1	377	4.0
0	1	1	112	3.5
1	1	1	487	4.0
1	1	1	37	3.5
0	0	1	67	4.0
0	0	1	318	4.5
0	0	0	10	3.5
0	1	1	8	3.0
1	1	0	44	3.0
0	0	1	95	4.0
0	0	1	98	3.5
1	1	1	586	4.0
0	1	1	1312	4.0
1	1	1	511	4.0
0	0	0	3	3.5
1	1	0	124	3.5
0	0	1	21	3.0
0	0	0	14	2.5
0	1	0	36	4.5
0	0	0	18	3.0
0	1	1	262	4.0
1	1	1	46	4.0
1	1	1	74	2.5
1	1	1	50	3.0
1	1	0	37	3.5
1	1	0	158	4.0
0	0	1	19	3.0
1	1	1	114	4.0
0	1	1	9	4.0
1	1	0	138	3.5
0	0	1	482	4.0
0	0	1	19	3.0
0	0	1	15	2.5
1	1	1	258	3.0
0	0	1	6	4.0
1	1	0	100	2.5
0	0	0	3	3.0
0	0	1	41	3.5
0	0	0	18	2.5
0	0	1	23	3.0
0	0	1	31	4.0
1	1	1	1104	4.0
0	0	0	9	3.0
1	1	1	279	4.0
0	0	1	177	4.0
0	1	1	19	3.0
0	1	1	355	4.0
0	0	1	53	2.5
1	1	1	42	3.5
0	0	1	76	4.0
0	0	1	99	4.5
0	0	1	31	4.0
0	0	0	9	3.5
0	0	0	36	2.5
1	1	0	24	2.5
0	0	0	18	2.0
0	0	0	9	3.0
1	1	1	75	2.5
0	0	1	12	3.0
1	1	1	60	3.5
0	0	0	15	3.0
1	1	1	127	4.0
0	0	1	16	2.0
0	0	0	7	4.0
1	1	0	9	4.0
0	0	1	11	3.0
0	0	1	11	3.5
0	0	0	17	2.0
0	1	1	369	3.5
0	0	1	5	3.0
1	1	0	251	4.0
1	1	0	44	4.5
0	0	0	29	2.0
0	0	1	10	4.5
1	1	1	160	4.0
0	0	1	13	3.0
0	0	1	84	4.0
1	1	0	13	3.5
0	0	0	4	2.5
1	1	0	219	3.0
0	0	0	16	4.0
0	0	0	48	3.5
1	1	1	141	3.0
0	0	0	7	2.5
0	1	1	23	2.5
0	1	1	51	3.5
0	0	0	7	3.5
1	1	1	184	4.5
0	0	1	35	4.0
0	0	0	13	2.0
0	1	0	124	4.0
1	1	0	71	3.0
0	0	1	738	4.0
1	1	1	8	3.5
1	1	1	89	3.5
0	0	0	7	1.5
1	1	1	44	3.5
1	1	1	76	4.0
0	0	0	6	1.5
0	0	1	10	3.5
0	0	1	35	3.0
1	1	1	117	4.5
1	1	0	299	3.5
0	0	0	18	2.5
0	0	1	32	3.0
0	0	0	18	3.5
0	0	1	65	3.5
1	1	0	25	3.0
1	1	1	12	3.5
0	1	0	51	4.0
0	0	0	8	3.0
1	1	1	119	4.0
0	1	0	321	3.5
1	1	1	129	4.5
0	0	1	15	3.0
1	1	0	69	3.0
0	0	0	28	3.5
0	0	1	14	2.0
0	0	0	5	4.0
1	1	1	103	3.5
0	0	1	12	4.0
1	1	1	162	3.5
0	0	1	99	4.0
0	1	1	90	3.5
1	1	0	131	3.5
1	1	0	93	3.0
0	0	0	12	3.5
1	1	1	760	4.0
1	1	0	611	4.0
0	0	1	42	4.0
1	1	0	600	4.0
0	1	1	12	3.5
0	0	1	79	3.5
0	0	1	267	4.0
1	1	1	203	4.0
0	0	0	28	3.0
0	1	1	162	3.5
0	0	1	11	3.0
1	1	0	9	4.0
0	0	1	13	3.5
0	0	0	471	4.0
0	0	1	7	3.0
0	1	1	21	4.0
0	0	0	6	3.5
0	0	1	23	1.5
1	1	0	22	3.0
1	1	0	171	3.0
1	1	0	68	3.0
0	1	1	57	3.0
0	1	1	35	4.0
0	1	0	92	3.5
0	0	1	146	4.0
0	1	1	80	3.0
0	0	1	13	3.5
1	1	0	103	3.5
0	0	1	14	3.5
1	1	0	78	4.0
0	0	1	14	3.5
0	1	0	17	3.5
0	0	1	57	3.0
0	0	0	9	4.0
0	0	0	25	3.5
0	0	1	146	4.0
1	1	0	31	2.5
0	0	1	422	4.5
0	1	1	189	3.5
0	0	1	24	3.5
0	0	1	17	2.0
0	0	1	94	3.5
0	0	1	64	3.0
0	0	0	8	2.0
1	1	1	113	4.0
1	1	0	719	3.5
0	0	0	7	3.0
1	1	0	27	4.5
1	1	1	236	3.5
0	0	1	62	3.5
0	1	1	192	4.0
0	1	0	11	4.0
0	0	0	23	3.0
0	0	1	12	3.5
1	1	0	583	4.0
0	0	0	52	4.5
0	1	0	61	4.5
1	1	1	115	3.5
0	0	0	28	2.5
0	0	0	31	1.5
1	0	1	227	4.0
1	1	1	103	4.0
1	1	0	124	3.0
1	1	1	59	3.0
0	0	0	21	2.5
0	0	0	48	2.0
0	0	0	17	3.0
0	0	0	35	3.0
0	1	0	21	4.0
0	1	0	14	3.0
0	0	0	15	2.5
0	1	0	77	3.0
0	1	0	16	2.0
0	1	1	79	4.0
0	1	1	34	4.0
0	0	1	32	1.5
1	1	1	18	3.0
1	1	1	251	4.5
0	0	1	213	4.0
0	1	1	224	4.0
0	0	0	5	2.0
0	0	0	450	4.0
1	1	0	72	3.5
1	1	1	269	3.5
1	1	1	37	4.5
1	1	0	86	4.0
0	0	0	6	1.5
0	0	1	26	2.5
1	1	0	153	3.5
0	1	0	98	4.0
1	1	1	522	4.0
1	1	0	409	3.5
1	1	1	131	4.0
1	1	1	145	4.0
1	1	1	192	3.5
1	1	1	651	4.0
0	0	1	53	4.0
1	1	1	158	3.5
1	1	0	346	4.0
1	1	1	24	4.0
0	0	0	6	2.0
0	1	1	151	4.0
0	0	1	26	3.0
1	1	1	158	4.0
0	0	0	11	3.0
0	0	1	9	3.0
0	0	1	26	3.0
0	0	0	6	2.5
0	1	1	76	3.5
1	1	1	142	3.5
1	1	0	151	3.5
0	0	1	133	4.0
1	1	0	252	3.0
1	1	1	165	3.5
1	1	0	378	3.5
0	0	0	11	3.5
0	0	0	11	2.0
1	1	0	718	3.5
0	1	1	397	4.0
1	1	0	269	4.0
1	1	0	318	3.5
1	1	0	24	3.5
1	1	0	75	3.5
1	1	1	187	2.5
1	1	0	76	4.0
1	1	1	14	4.0
0	0	1	78	4.0
1	1	0	83	3.5
1	1	0	1716	4.0
0	0	0	12	3.5
0	0	1	233	4.5
0	0	0	54	3.5
0	1	1	263	4.0
0	0	0	22	3.5
1	1	0	272	3.5
0	0	1	36	3.5
0	0	0	25	4.0
0	1	1	123	3.0
1	1	1	44	4.5
0	0	1	20	3.5
0	0	0	17	2.0
0	0	0	16	3.0
0	0	1	110	4.0
0	0	1	49	3.0
1	1	0	212	3.5
1	1	1	70	3.5
0	0	0	13	3.5
0	0	0	47	4.0
0	0	1	84	4.5
1	1	1	89	3.5
0	1	1	64	3.5
0	0	1	25	4.0
1	1	1	94	4.0
1	1	1	137	3.0
0	0	0	23	3.0
0	0	1	22	3.0
0	0	1	15	4.0
0	0	0	37	4.5
0	0	0	33	3.0
1	1	1	666	4.5
0	0	1	31	4.5
0	0	1	11	3.0
0	1	1	64	4.0
1	1	1	18	4.5
1	1	0	391	3.5
1	1	1	76	4.0
0	0	0	23	3.5
1	1	0	488	4.0
0	0	0	4	1.5
1	1	0	350	3.5
0	1	1	75	3.5
1	1	0	53	4.0
1	1	1	72	4.0
0	0	0	15	2.0
0	0	1	106	4.5
0	1	1	21	4.0
0	1	1	152	4.0
0	0	0	8	3.5
0	0	0	9	4.0
0	0	0	5	2.5
0	0	0	8	3.0
0	0	1	15	4.5
1	1	0	37	3.0
1	1	1	201	3.5
1	1	1	80	4.0
0	0	0	8	2.5
0	0	0	22	3.5
1	1	1	635	4.0
0	0	1	24	3.5
1	1	1	62	2.0
1	1	1	204	4.5
1	1	0	22	2.5
1	1	1	146	4.0
0	0	1	28	4.0
0	0	0	28	3.5
1	1	0	22	3.5
0	0	0	52	3.0
0	1	1	96	3.0
0	0	0	14	3.5
1	1	1	82	2.5
1	1	1	42	3.5
0	0	1	26	3.0
0	0	0	10	2.5
1	1	1	35	3.5
1	1	1	106	4.5
0	0	0	17	3.0
0	0	1	11	3.0
0	0	0	13	2.0
1	1	0	6	3.0
0	0	0	11	2.5
0	1	1	30	3.5
1	1	1	52	4.0
0	0	1	68	4.0
0	0	0	8	3.0
0	0	0	10	4.5
0	0	1	138	4.5
0	0	1	48	3.5
1	1	0	155	4.0
1	1	1	83	3.5
1	1	0	149	3.5
1	1	1	245	3.5
1	1	0	309	4.0
1	1	0	60	4.5
0	0	0	28	3.5
1	1	0	404	3.5
1	1	1	8	4.0
1	1	1	10	4.0
1	1	1	121	3.5
0	0	1	60	4.5
1	1	1	137	3.0
0	0	1	28	3.5
1	1	0	539	4.0
1	1	0	159	3.5
0	1	0	152	4.0
1	1	0	386	4.5
0	1	0	180	3.5
0	0	0	18	2.5
1	1	1	143	4.0
1	1	1	618	4.0
0	0	0	19	2.5
0	0	1	37	4.0
0	1	1	58	4.0
0	0	1	31	3.0
0	0	0	34	2.5
1	1	1	297	3.5
0	0	0	8	4.0
0	0	1	125	4.5
0	0	1	68	4.5
